id,item_id,dept_id,cat_id,store_id,state_id,zero_pct
FOODS_1_073_CA_3_evaluation,FOODS_1_073,FOODS_1,FOODS,CA_3,CA,61.15404430705822
FOODS_1_074_CA_3_evaluation,FOODS_1_074,FOODS_1,FOODS,CA_3,CA,42.81298299845441
FOODS_1_075_CA_3_evaluation,FOODS_1_075,FOODS_1,FOODS,CA_3,CA,72.59144770736734
FOODS_1_076_CA_3_evaluation,FOODS_1_076,FOODS_1,FOODS,CA_3,CA,40.54611025244719
FOODS_1_077_CA_3_evaluation,FOODS_1_077,FOODS_1,FOODS,CA_3,CA,93.04482225656878
FOODS_1_078_CA_3_evaluation,FOODS_1_078,FOODS_1,FOODS,CA_3,CA,76.60999484801648
FOODS_1_079_CA_3_evaluation,FOODS_1_079,FOODS_1,FOODS,CA_3,CA,98.45440494590417
FOODS_1_080_CA_3_evaluation,FOODS_1_080,FOODS_1,FOODS,CA_3,CA,46.36785162287481
FOODS_1_081_CA_3_evaluation,FOODS_1_081,FOODS_1,FOODS,CA_3,CA,70.99433281813499
FOODS_1_082_CA_3_evaluation,FOODS_1_082,FOODS_1,FOODS,CA_3,CA,48.222565687789796
FOODS_1_083_CA_3_evaluation,FOODS_1_083,FOODS_1,FOODS,CA_3,CA,36.476043276661514
FOODS_1_084_CA_3_evaluation,FOODS_1_084,FOODS_1,FOODS,CA_3,CA,93.40546110252447
FOODS_1_085_CA_3_evaluation,FOODS_1_085,FOODS_1,FOODS,CA_3,CA,5.770221535291087
FOODS_1_086_CA_3_evaluation,FOODS_1_086,FOODS_1,FOODS,CA_3,CA,11.488923235445647
FOODS_1_087_CA_3_evaluation,FOODS_1_087,FOODS_1,FOODS,CA_3,CA,31.169500257599175
FOODS_1_088_CA_3_evaluation,FOODS_1_088,FOODS_1,FOODS,CA_3,CA,25.244719216898503
FOODS_1_089_CA_3_evaluation,FOODS_1_089,FOODS_1,FOODS,CA_3,CA,90.1081916537867
FOODS_1_090_CA_3_evaluation,FOODS_1_090,FOODS_1,FOODS,CA_3,CA,55.53838227717671
FOODS_1_091_CA_3_evaluation,FOODS_1_091,FOODS_1,FOODS,CA_3,CA,56.92941782586296
FOODS_1_092_CA_3_evaluation,FOODS_1_092,FOODS_1,FOODS,CA_3,CA,45.49201442555384
FOODS_1_093_CA_3_evaluation,FOODS_1_093,FOODS_1,FOODS,CA_3,CA,80.52550231839258
FOODS_1_094_CA_3_evaluation,FOODS_1_094,FOODS_1,FOODS,CA_3,CA,30.860381246780012
FOODS_1_095_CA_3_evaluation,FOODS_1_095,FOODS_1,FOODS,CA_3,CA,91.13858835651726
FOODS_1_096_CA_3_evaluation,FOODS_1_096,FOODS_1,FOODS,CA_3,CA,31.066460587326123
FOODS_1_097_CA_3_evaluation,FOODS_1_097,FOODS_1,FOODS,CA_3,CA,62.08140133951572
FOODS_1_098_CA_3_evaluation,FOODS_1_098,FOODS_1,FOODS,CA_3,CA,93.25090159711489
FOODS_1_099_CA_3_evaluation,FOODS_1_099,FOODS_1,FOODS,CA_3,CA,42.81298299845441
FOODS_1_101_CA_3_evaluation,FOODS_1_101,FOODS_1,FOODS,CA_3,CA,67.90314270994332
FOODS_1_102_CA_3_evaluation,FOODS_1_102,FOODS_1,FOODS,CA_3,CA,57.54765584750129
FOODS_1_103_CA_3_evaluation,FOODS_1_103,FOODS_1,FOODS,CA_3,CA,38.38227717671304
FOODS_1_104_CA_3_evaluation,FOODS_1_104,FOODS_1,FOODS,CA_3,CA,34.46676970633694
FOODS_1_105_CA_3_evaluation,FOODS_1_105,FOODS_1,FOODS,CA_3,CA,64.70891293147862
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,25.244719216898503
FOODS_1_107_CA_3_evaluation,FOODS_1_107,FOODS_1,FOODS,CA_3,CA,81.50437918598661
FOODS_1_108_CA_3_evaluation,FOODS_1_108,FOODS_1,FOODS,CA_3,CA,15.919629057187018
FOODS_1_109_CA_3_evaluation,FOODS_1_109,FOODS_1,FOODS,CA_3,CA,66.71818650180319
FOODS_1_110_CA_3_evaluation,FOODS_1_110,FOODS_1,FOODS,CA_3,CA,26.172076249356003
FOODS_1_111_CA_3_evaluation,FOODS_1_111,FOODS_1,FOODS,CA_3,CA,86.65636269963937
FOODS_1_112_CA_3_evaluation,FOODS_1_112,FOODS_1,FOODS,CA_3,CA,36.527563111798045
FOODS_1_113_CA_3_evaluation,FOODS_1_113,FOODS_1,FOODS,CA_3,CA,51.107676455435346
FOODS_1_114_CA_3_evaluation,FOODS_1_114,FOODS_1,FOODS,CA_3,CA,68.98505924781041
FOODS_1_115_CA_3_evaluation,FOODS_1_115,FOODS_1,FOODS,CA_3,CA,61.97836166924265
FOODS_1_116_CA_3_evaluation,FOODS_1_116,FOODS_1,FOODS,CA_3,CA,60.02060793405462
FOODS_1_117_CA_3_evaluation,FOODS_1_117,FOODS_1,FOODS,CA_3,CA,52.80783101494075
FOODS_1_118_CA_3_evaluation,FOODS_1_118,FOODS_1,FOODS,CA_3,CA,78.77382792375064
FOODS_1_119_CA_3_evaluation,FOODS_1_119,FOODS_1,FOODS,CA_3,CA,67.85162287480681
FOODS_1_120_CA_3_evaluation,FOODS_1_120,FOODS_1,FOODS,CA_3,CA,37.403400309119014
FOODS_1_121_CA_3_evaluation,FOODS_1_121,FOODS_1,FOODS,CA_3,CA,30.139103554868623
FOODS_1_122_CA_3_evaluation,FOODS_1_122,FOODS_1,FOODS,CA_3,CA,84.33797011849562
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,41.834106130860384
FOODS_1_124_CA_3_evaluation,FOODS_1_124,FOODS_1,FOODS,CA_3,CA,47.03760947964967
FOODS_1_125_CA_3_evaluation,FOODS_1_125,FOODS_1,FOODS,CA_3,CA,75.47655847501288
FOODS_1_126_CA_3_evaluation,FOODS_1_126,FOODS_1,FOODS,CA_3,CA,83.66821226172077
FOODS_1_127_CA_3_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_3,CA,36.527563111798045
FOODS_1_128_CA_3_evaluation,FOODS_1_128,FOODS_1,FOODS,CA_3,CA,52.39567233384853
FOODS_1_129_CA_3_evaluation,FOODS_1_129,FOODS_1,FOODS,CA_3,CA,35.7032457496136
FOODS_1_130_CA_3_evaluation,FOODS_1_130,FOODS_1,FOODS,CA_3,CA,38.639876352395675
FOODS_1_131_CA_3_evaluation,FOODS_1_131,FOODS_1,FOODS,CA_3,CA,92.11746522411129
FOODS_1_132_CA_3_evaluation,FOODS_1_132,FOODS_1,FOODS,CA_3,CA,63.3693972179289
FOODS_1_133_CA_3_evaluation,FOODS_1_133,FOODS_1,FOODS,CA_3,CA,66.87274600721278
FOODS_1_134_CA_3_evaluation,FOODS_1_134,FOODS_1,FOODS,CA_3,CA,71.66409067490984
FOODS_1_135_CA_3_evaluation,FOODS_1_135,FOODS_1,FOODS,CA_3,CA,64.45131375579598
FOODS_1_136_CA_3_evaluation,FOODS_1_136,FOODS_1,FOODS,CA_3,CA,75.68263781555899
FOODS_1_137_CA_3_evaluation,FOODS_1_137,FOODS_1,FOODS,CA_3,CA,51.262235960844926
FOODS_1_138_CA_3_evaluation,FOODS_1_138,FOODS_1,FOODS,CA_3,CA,60.58732612055642
FOODS_1_139_CA_3_evaluation,FOODS_1_139,FOODS_1,FOODS,CA_3,CA,56.62029881504379
FOODS_1_140_CA_3_evaluation,FOODS_1_140,FOODS_1,FOODS,CA_3,CA,53.68366821226173
FOODS_1_141_CA_3_evaluation,FOODS_1_141,FOODS_1,FOODS,CA_3,CA,78.15558990211231
FOODS_1_142_CA_3_evaluation,FOODS_1_142,FOODS_1,FOODS,CA_3,CA,42.555383822771766
FOODS_1_143_CA_3_evaluation,FOODS_1_143,FOODS_1,FOODS,CA_3,CA,56.36269963936116
FOODS_1_144_CA_3_evaluation,FOODS_1_144,FOODS_1,FOODS,CA_3,CA,58.320453374549196
FOODS_1_145_CA_3_evaluation,FOODS_1_145,FOODS_1,FOODS,CA_3,CA,61.77228232869655
FOODS_1_146_CA_3_evaluation,FOODS_1_146,FOODS_1,FOODS,CA_3,CA,54.7655847501288
FOODS_1_147_CA_3_evaluation,FOODS_1_147,FOODS_1,FOODS,CA_3,CA,62.442040185471406
FOODS_1_148_CA_3_evaluation,FOODS_1_148,FOODS_1,FOODS,CA_3,CA,86.08964451313756
FOODS_1_149_CA_3_evaluation,FOODS_1_149,FOODS_1,FOODS,CA_3,CA,67.54250386398763
FOODS_1_150_CA_3_evaluation,FOODS_1_150,FOODS_1,FOODS,CA_3,CA,26.99639361154044
FOODS_1_151_CA_3_evaluation,FOODS_1_151,FOODS_1,FOODS,CA_3,CA,82.27717671303452
FOODS_1_152_CA_3_evaluation,FOODS_1_152,FOODS_1,FOODS,CA_3,CA,50.12879958784132
FOODS_1_153_CA_3_evaluation,FOODS_1_153,FOODS_1,FOODS,CA_3,CA,28.593508500772796
FOODS_1_154_CA_3_evaluation,FOODS_1_154,FOODS_1,FOODS,CA_3,CA,35.960844925296236
FOODS_1_155_CA_3_evaluation,FOODS_1_155,FOODS_1,FOODS,CA_3,CA,64.65739309634209
FOODS_1_156_CA_3_evaluation,FOODS_1_156,FOODS_1,FOODS,CA_3,CA,62.33900051519835
FOODS_1_157_CA_3_evaluation,FOODS_1_157,FOODS_1,FOODS,CA_3,CA,78.82534775888718
FOODS_1_158_CA_3_evaluation,FOODS_1_158,FOODS_1,FOODS,CA_3,CA,73.87944358578052
FOODS_1_159_CA_3_evaluation,FOODS_1_159,FOODS_1,FOODS,CA_3,CA,91.91138588356517
FOODS_1_160_CA_3_evaluation,FOODS_1_160,FOODS_1,FOODS,CA_3,CA,88.4080370942813
FOODS_1_161_CA_3_evaluation,FOODS_1_161,FOODS_1,FOODS,CA_3,CA,10.097887686759401
FOODS_1_162_CA_3_evaluation,FOODS_1_162,FOODS_1,FOODS,CA_3,CA,36.16692426584235
FOODS_1_163_CA_3_evaluation,FOODS_1_163,FOODS_1,FOODS,CA_3,CA,68.93353941267388
FOODS_1_164_CA_3_evaluation,FOODS_1_164,FOODS_1,FOODS,CA_3,CA,83.46213292117464
FOODS_1_166_CA_3_evaluation,FOODS_1_166,FOODS_1,FOODS,CA_3,CA,36.37300360638846
FOODS_1_167_CA_3_evaluation,FOODS_1_167,FOODS_1,FOODS,CA_3,CA,55.69294178258629
FOODS_1_168_CA_3_evaluation,FOODS_1_168,FOODS_1,FOODS,CA_3,CA,43.48274085522926
FOODS_1_169_CA_3_evaluation,FOODS_1_169,FOODS_1,FOODS,CA_3,CA,72.1277691911386
FOODS_1_170_CA_3_evaluation,FOODS_1_170,FOODS_1,FOODS,CA_3,CA,25.862957238536836
FOODS_1_171_CA_3_evaluation,FOODS_1_171,FOODS_1,FOODS,CA_3,CA,84.6470891293148
FOODS_1_172_CA_3_evaluation,FOODS_1_172,FOODS_1,FOODS,CA_3,CA,16.89850592478104
FOODS_1_173_CA_3_evaluation,FOODS_1_173,FOODS_1,FOODS,CA_3,CA,27.820710973724882
FOODS_1_174_CA_3_evaluation,FOODS_1_174,FOODS_1,FOODS,CA_3,CA,45.440494590417316
FOODS_1_175_CA_3_evaluation,FOODS_1_175,FOODS_1,FOODS,CA_3,CA,38.639876352395675
FOODS_1_176_CA_3_evaluation,FOODS_1_176,FOODS_1,FOODS,CA_3,CA,70.42761463163319
FOODS_1_177_CA_3_evaluation,FOODS_1_177,FOODS_1,FOODS,CA_3,CA,50.8500772797527
FOODS_1_178_CA_3_evaluation,FOODS_1_178,FOODS_1,FOODS,CA_3,CA,39.77331272539928
FOODS_1_179_CA_3_evaluation,FOODS_1_179,FOODS_1,FOODS,CA_3,CA,85.47140649149922
FOODS_1_180_CA_3_evaluation,FOODS_1_180,FOODS_1,FOODS,CA_3,CA,45.595054095826896
FOODS_1_181_CA_3_evaluation,FOODS_1_181,FOODS_1,FOODS,CA_3,CA,45.234415249871205
FOODS_1_182_CA_3_evaluation,FOODS_1_182,FOODS_1,FOODS,CA_3,CA,51.51983513652756
FOODS_1_183_CA_3_evaluation,FOODS_1_183,FOODS_1,FOODS,CA_3,CA,20.607934054611025
FOODS_1_184_CA_3_evaluation,FOODS_1_184,FOODS_1,FOODS,CA_3,CA,29.984544049459043
FOODS_1_185_CA_3_evaluation,FOODS_1_185,FOODS_1,FOODS,CA_3,CA,49.20144255538382
FOODS_1_186_CA_3_evaluation,FOODS_1_186,FOODS_1,FOODS,CA_3,CA,64.55435342606903
FOODS_1_187_CA_3_evaluation,FOODS_1_187,FOODS_1,FOODS,CA_3,CA,34.72436888201958
FOODS_1_188_CA_3_evaluation,FOODS_1_188,FOODS_1,FOODS,CA_3,CA,75.63111798042246
FOODS_1_189_CA_3_evaluation,FOODS_1_189,FOODS_1,FOODS,CA_3,CA,89.12931478619268
FOODS_1_190_CA_3_evaluation,FOODS_1_190,FOODS_1,FOODS,CA_3,CA,49.35600206079341
FOODS_1_191_CA_3_evaluation,FOODS_1_191,FOODS_1,FOODS,CA_3,CA,68.72746007212777
FOODS_1_192_CA_3_evaluation,FOODS_1_192,FOODS_1,FOODS,CA_3,CA,52.447192168985055
FOODS_1_193_CA_3_evaluation,FOODS_1_193,FOODS_1,FOODS,CA_3,CA,82.74085522926326
FOODS_1_194_CA_3_evaluation,FOODS_1_194,FOODS_1,FOODS,CA_3,CA,21.74137042761463
FOODS_1_195_CA_3_evaluation,FOODS_1_195,FOODS_1,FOODS,CA_3,CA,54.817104585265334
FOODS_1_196_CA_3_evaluation,FOODS_1_196,FOODS_1,FOODS,CA_3,CA,30.911901081916536
FOODS_1_197_CA_3_evaluation,FOODS_1_197,FOODS_1,FOODS,CA_3,CA,67.18186501803194
FOODS_1_198_CA_3_evaluation,FOODS_1_198,FOODS_1,FOODS,CA_3,CA,62.02988150437918
FOODS_1_199_CA_3_evaluation,FOODS_1_199,FOODS_1,FOODS,CA_3,CA,73.93096342091705
FOODS_1_200_CA_3_evaluation,FOODS_1_200,FOODS_1,FOODS,CA_3,CA,65.63626996393612
FOODS_1_201_CA_3_evaluation,FOODS_1_201,FOODS_1,FOODS,CA_3,CA,34.518289541473465
FOODS_1_202_CA_3_evaluation,FOODS_1_202,FOODS_1,FOODS,CA_3,CA,59.65996908809892
FOODS_1_203_CA_3_evaluation,FOODS_1_203,FOODS_1,FOODS,CA_3,CA,58.320453374549196
FOODS_1_204_CA_3_evaluation,FOODS_1_204,FOODS_1,FOODS,CA_3,CA,50.025759917568266
FOODS_1_205_CA_3_evaluation,FOODS_1_205,FOODS_1,FOODS,CA_3,CA,51.51983513652756
FOODS_1_206_CA_3_evaluation,FOODS_1_206,FOODS_1,FOODS,CA_3,CA,44.25553838227717
FOODS_1_207_CA_3_evaluation,FOODS_1_207,FOODS_1,FOODS,CA_3,CA,46.88304997424008
FOODS_1_208_CA_3_evaluation,FOODS_1_208,FOODS_1,FOODS,CA_3,CA,36.6306027820711
FOODS_1_209_CA_3_evaluation,FOODS_1_209,FOODS_1,FOODS,CA_3,CA,40.85522926326636
FOODS_1_210_CA_3_evaluation,FOODS_1_210,FOODS_1,FOODS,CA_3,CA,53.73518804739825
FOODS_1_211_CA_3_evaluation,FOODS_1_211,FOODS_1,FOODS,CA_3,CA,80.52550231839258
FOODS_1_212_CA_3_evaluation,FOODS_1_212,FOODS_1,FOODS,CA_3,CA,77.07367336424524
FOODS_1_213_CA_3_evaluation,FOODS_1_213,FOODS_1,FOODS,CA_3,CA,50.2833590932509
FOODS_1_214_CA_3_evaluation,FOODS_1_214,FOODS_1,FOODS,CA_3,CA,43.99793920659454
FOODS_1_215_CA_3_evaluation,FOODS_1_215,FOODS_1,FOODS,CA_3,CA,49.45904173106646
FOODS_1_216_CA_3_evaluation,FOODS_1_216,FOODS_1,FOODS,CA_3,CA,33.23029366306028
FOODS_1_217_CA_3_evaluation,FOODS_1_217,FOODS_1,FOODS,CA_3,CA,27.87223080886141
FOODS_1_218_CA_3_evaluation,FOODS_1_218,FOODS_1,FOODS,CA_3,CA,5.203503348789284
FOODS_1_219_CA_3_evaluation,FOODS_1_219,FOODS_1,FOODS,CA_3,CA,32.97269448737764
FOODS_2_001_CA_3_evaluation,FOODS_2_001,FOODS_2,FOODS,CA_3,CA,63.78155589902113
FOODS_2_002_CA_3_evaluation,FOODS_2_002,FOODS_2,FOODS,CA_3,CA,65.84234930448223
FOODS_2_003_CA_3_evaluation,FOODS_2_003,FOODS_2,FOODS,CA_3,CA,35.7032457496136
FOODS_2_004_CA_3_evaluation,FOODS_2_004,FOODS_2,FOODS,CA_3,CA,70.8397733127254
FOODS_2_005_CA_3_evaluation,FOODS_2_005,FOODS_2,FOODS,CA_3,CA,49.09840288511077
FOODS_2_006_CA_3_evaluation,FOODS_2_006,FOODS_2,FOODS,CA_3,CA,89.38691396187532
FOODS_2_007_CA_3_evaluation,FOODS_2_007,FOODS_2,FOODS,CA_3,CA,83.71973209685729
FOODS_2_008_CA_3_evaluation,FOODS_2_008,FOODS_2,FOODS,CA_3,CA,82.01957753735188
FOODS_2_009_CA_3_evaluation,FOODS_2_009,FOODS_2,FOODS,CA_3,CA,46.11025244719217
FOODS_2_010_CA_3_evaluation,FOODS_2_010,FOODS_2,FOODS,CA_3,CA,60.1751674394642
FOODS_2_011_CA_3_evaluation,FOODS_2_011,FOODS_2,FOODS,CA_3,CA,68.31530139103555
FOODS_2_012_CA_3_evaluation,FOODS_2_012,FOODS_2,FOODS,CA_3,CA,72.28232869654818
FOODS_2_013_CA_3_evaluation,FOODS_2_013,FOODS_2,FOODS,CA_3,CA,4.327666151468315
FOODS_2_014_CA_3_evaluation,FOODS_2_014,FOODS_2,FOODS,CA_3,CA,31.839258114374037
FOODS_2_015_CA_3_evaluation,FOODS_2_015,FOODS_2,FOODS,CA_3,CA,95.87841318907779
FOODS_2_016_CA_3_evaluation,FOODS_2_016,FOODS_2,FOODS,CA_3,CA,17.877382792375066
FOODS_2_017_CA_3_evaluation,FOODS_2_017,FOODS_2,FOODS,CA_3,CA,87.6867594023699
FOODS_2_018_CA_3_evaluation,FOODS_2_018,FOODS_2,FOODS,CA_3,CA,61.41164348274085
FOODS_2_019_CA_3_evaluation,FOODS_2_019,FOODS_2,FOODS,CA_3,CA,5.358062854198867
FOODS_2_020_CA_3_evaluation,FOODS_2_020,FOODS_2,FOODS,CA_3,CA,54.971664090674906
FOODS_2_021_CA_3_evaluation,FOODS_2_021,FOODS_2,FOODS,CA_3,CA,22.514167954662547
FOODS_2_022_CA_3_evaluation,FOODS_2_022,FOODS_2,FOODS,CA_3,CA,48.63472436888202
FOODS_2_023_CA_3_evaluation,FOODS_2_023,FOODS_2,FOODS,CA_3,CA,83.87429160226687
FOODS_2_024_CA_3_evaluation,FOODS_2_024,FOODS_2,FOODS,CA_3,CA,29.984544049459043
FOODS_2_025_CA_3_evaluation,FOODS_2_025,FOODS_2,FOODS,CA_3,CA,48.583204533745494
FOODS_2_026_CA_3_evaluation,FOODS_2_026,FOODS_2,FOODS,CA_3,CA,44.822256568778975
FOODS_2_027_CA_3_evaluation,FOODS_2_027,FOODS_2,FOODS,CA_3,CA,72.1277691911386
FOODS_2_028_CA_3_evaluation,FOODS_2_028,FOODS_2,FOODS,CA_3,CA,81.96805770221536
FOODS_2_029_CA_3_evaluation,FOODS_2_029,FOODS_2,FOODS,CA_3,CA,49.1499227202473
FOODS_2_030_CA_3_evaluation,FOODS_2_030,FOODS_2,FOODS,CA_3,CA,6.74909840288511
FOODS_2_031_CA_3_evaluation,FOODS_2_031,FOODS_2,FOODS,CA_3,CA,79.03142709943329
FOODS_2_032_CA_3_evaluation,FOODS_2_032,FOODS_2,FOODS,CA_3,CA,82.58629572385368
FOODS_2_033_CA_3_evaluation,FOODS_2_033,FOODS_2,FOODS,CA_3,CA,73.36424523441525
FOODS_2_034_CA_3_evaluation,FOODS_2_034,FOODS_2,FOODS,CA_3,CA,47.861926841834105
FOODS_2_035_CA_3_evaluation,FOODS_2_035,FOODS_2,FOODS,CA_3,CA,63.98763523956723
FOODS_2_036_CA_3_evaluation,FOODS_2_036,FOODS_2,FOODS,CA_3,CA,34.26069036579083
FOODS_2_037_CA_3_evaluation,FOODS_2_037,FOODS_2,FOODS,CA_3,CA,70.94281298299846
FOODS_2_038_CA_3_evaluation,FOODS_2_038,FOODS_2,FOODS,CA_3,CA,41.16434827408552
FOODS_2_039_CA_3_evaluation,FOODS_2_039,FOODS_2,FOODS,CA_3,CA,77.58887171561051
FOODS_2_040_CA_3_evaluation,FOODS_2_040,FOODS_2,FOODS,CA_3,CA,86.96548171045852
FOODS_2_041_CA_3_evaluation,FOODS_2_041,FOODS_2,FOODS,CA_3,CA,55.43534260690366
FOODS_2_042_CA_3_evaluation,FOODS_2_042,FOODS_2,FOODS,CA_3,CA,49.7166409067491
FOODS_2_043_CA_3_evaluation,FOODS_2_043,FOODS_2,FOODS,CA_3,CA,62.442040185471406
FOODS_2_044_CA_3_evaluation,FOODS_2_044,FOODS_2,FOODS,CA_3,CA,55.332302936630605
FOODS_2_045_CA_3_evaluation,FOODS_2_045,FOODS_2,FOODS,CA_3,CA,75.27047913446677
FOODS_2_046_CA_3_evaluation,FOODS_2_046,FOODS_2,FOODS,CA_3,CA,95.31169500257599
FOODS_2_047_CA_3_evaluation,FOODS_2_047,FOODS_2,FOODS,CA_3,CA,28.284389489953632
FOODS_2_048_CA_3_evaluation,FOODS_2_048,FOODS_2,FOODS,CA_3,CA,85.36836682122618
FOODS_2_049_CA_3_evaluation,FOODS_2_049,FOODS_2,FOODS,CA_3,CA,42.143225141679544
FOODS_2_050_CA_3_evaluation,FOODS_2_050,FOODS_2,FOODS,CA_3,CA,78.46470891293148
FOODS_2_051_CA_3_evaluation,FOODS_2_051,FOODS_2,FOODS,CA_3,CA,38.84595569294178
FOODS_2_052_CA_3_evaluation,FOODS_2_052,FOODS_2,FOODS,CA_3,CA,43.12210200927357
FOODS_2_053_CA_3_evaluation,FOODS_2_053,FOODS_2,FOODS,CA_3,CA,62.8026790314271
FOODS_2_054_CA_3_evaluation,FOODS_2_054,FOODS_2,FOODS,CA_3,CA,18.75321998969603
FOODS_2_055_CA_3_evaluation,FOODS_2_055,FOODS_2,FOODS,CA_3,CA,44.6676970633694
FOODS_2_056_CA_3_evaluation,FOODS_2_056,FOODS_2,FOODS,CA_3,CA,32.560535806285415
FOODS_2_057_CA_3_evaluation,FOODS_2_057,FOODS_2,FOODS,CA_3,CA,84.13189077794951
FOODS_2_058_CA_3_evaluation,FOODS_2_058,FOODS_2,FOODS,CA_3,CA,62.132921174652246
FOODS_2_059_CA_3_evaluation,FOODS_2_059,FOODS_2,FOODS,CA_3,CA,34.26069036579083
FOODS_2_060_CA_3_evaluation,FOODS_2_060,FOODS_2,FOODS,CA_3,CA,38.89747552807831
FOODS_2_061_CA_3_evaluation,FOODS_2_061,FOODS_2,FOODS,CA_3,CA,26.172076249356003
FOODS_2_062_CA_3_evaluation,FOODS_2_062,FOODS_2,FOODS,CA_3,CA,39.77331272539928
FOODS_2_063_CA_3_evaluation,FOODS_2_063,FOODS_2,FOODS,CA_3,CA,39.876352395672335
FOODS_2_064_CA_3_evaluation,FOODS_2_064,FOODS_2,FOODS,CA_3,CA,54.404945904173104
FOODS_2_065_CA_3_evaluation,FOODS_2_065,FOODS_2,FOODS,CA_3,CA,40.64914992272025
FOODS_2_066_CA_3_evaluation,FOODS_2_066,FOODS_2,FOODS,CA_3,CA,67.80010303967026
FOODS_2_067_CA_3_evaluation,FOODS_2_067,FOODS_2,FOODS,CA_3,CA,54.09582689335394
FOODS_2_068_CA_3_evaluation,FOODS_2_068,FOODS_2,FOODS,CA_3,CA,90.46883049974241
FOODS_2_069_CA_3_evaluation,FOODS_2_069,FOODS_2,FOODS,CA_3,CA,63.88459556929418
FOODS_2_070_CA_3_evaluation,FOODS_2_070,FOODS_2,FOODS,CA_3,CA,64.03915507470376
FOODS_2_071_CA_3_evaluation,FOODS_2_071,FOODS_2,FOODS,CA_3,CA,93.14786192684184
FOODS_2_072_CA_3_evaluation,FOODS_2_072,FOODS_2,FOODS,CA_3,CA,49.76816074188562
FOODS_2_073_CA_3_evaluation,FOODS_2_073,FOODS_2,FOODS,CA_3,CA,92.52962390520351
FOODS_2_074_CA_3_evaluation,FOODS_2_074,FOODS_2,FOODS,CA_3,CA,44.35857805255023
FOODS_2_075_CA_3_evaluation,FOODS_2_075,FOODS_2,FOODS,CA_3,CA,28.438948995363216
FOODS_2_076_CA_3_evaluation,FOODS_2_076,FOODS_2,FOODS,CA_3,CA,77.84647089129315
FOODS_2_077_CA_3_evaluation,FOODS_2_077,FOODS_2,FOODS,CA_3,CA,80.26790314270994
FOODS_2_078_CA_3_evaluation,FOODS_2_078,FOODS_2,FOODS,CA_3,CA,54.50798557444616
FOODS_2_079_CA_3_evaluation,FOODS_2_079,FOODS_2,FOODS,CA_3,CA,27.97527047913447
FOODS_2_080_CA_3_evaluation,FOODS_2_080,FOODS_2,FOODS,CA_3,CA,53.42606903657908
FOODS_2_081_CA_3_evaluation,FOODS_2_081,FOODS_2,FOODS,CA_3,CA,26.275115919629055
FOODS_2_082_CA_3_evaluation,FOODS_2_082,FOODS_2,FOODS,CA_3,CA,22.82328696548171
FOODS_2_083_CA_3_evaluation,FOODS_2_083,FOODS_2,FOODS,CA_3,CA,39.8248325605358
FOODS_2_084_CA_3_evaluation,FOODS_2_084,FOODS_2,FOODS,CA_3,CA,82.01957753735188
FOODS_2_085_CA_3_evaluation,FOODS_2_085,FOODS_2,FOODS,CA_3,CA,53.32302936630603
FOODS_2_086_CA_3_evaluation,FOODS_2_086,FOODS_2,FOODS,CA_3,CA,31.066460587326123
FOODS_2_087_CA_3_evaluation,FOODS_2_087,FOODS_2,FOODS,CA_3,CA,77.12519319938175
FOODS_2_088_CA_3_evaluation,FOODS_2_088,FOODS_2,FOODS,CA_3,CA,52.7047913446677
FOODS_2_089_CA_3_evaluation,FOODS_2_089,FOODS_2,FOODS,CA_3,CA,79.23750643997938
FOODS_2_090_CA_3_evaluation,FOODS_2_090,FOODS_2,FOODS,CA_3,CA,87.06852138073158
FOODS_2_091_CA_3_evaluation,FOODS_2_091,FOODS_2,FOODS,CA_3,CA,81.76197836166924
FOODS_2_092_CA_3_evaluation,FOODS_2_092,FOODS_2,FOODS,CA_3,CA,46.52241112828439
FOODS_2_093_CA_3_evaluation,FOODS_2_093,FOODS_2,FOODS,CA_3,CA,37.97011849562082
FOODS_2_094_CA_3_evaluation,FOODS_2_094,FOODS_2,FOODS,CA_3,CA,84.13189077794951
FOODS_2_095_CA_3_evaluation,FOODS_2_095,FOODS_2,FOODS,CA_3,CA,80.06182380216383
FOODS_2_096_CA_3_evaluation,FOODS_2_096,FOODS_2,FOODS,CA_3,CA,93.30242143225142
FOODS_2_097_CA_3_evaluation,FOODS_2_097,FOODS_2,FOODS,CA_3,CA,89.28387429160227
FOODS_2_099_CA_3_evaluation,FOODS_2_099,FOODS_2,FOODS,CA_3,CA,46.88304997424008
FOODS_2_100_CA_3_evaluation,FOODS_2_100,FOODS_2,FOODS,CA_3,CA,52.189592993302426
FOODS_2_101_CA_3_evaluation,FOODS_2_101,FOODS_2,FOODS,CA_3,CA,22.411128284389488
FOODS_2_102_CA_3_evaluation,FOODS_2_102,FOODS_2,FOODS,CA_3,CA,83.30757341576506
FOODS_2_103_CA_3_evaluation,FOODS_2_103,FOODS_2,FOODS,CA_3,CA,57.29005667181865
FOODS_2_104_CA_3_evaluation,FOODS_2_104,FOODS_2,FOODS,CA_3,CA,39.46419371458011
FOODS_2_105_CA_3_evaluation,FOODS_2_105,FOODS_2,FOODS,CA_3,CA,67.13034518289541
